id,title,overview,genres,keywords,cast,director,runtime,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,media_type,number_of_seasons,number_of_episodes
335984,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.","['Science Fiction', 'Drama']","['future', 'android', 'bounty hunter', 'artificial intelligence (a.i.)', 'dystopia', 'sequel', 'cyberpunk', 'transhumanism', 'los angeles, california', 'las vegas', 'tech noir', 'cyber thriller', 'humanoid robot', 'blade runner', '2040s', 'slow burn']","['Ryan Gosling', 'Harrison Ford', 'Ana de Armas', 'Dave Bautista', 'Robin Wright', 'Sylvia Hoeks', 'Mackenzie Davis', 'Jared Leto', 'Carla Juri', 'Hiam Abbass']",['Denis Villeneuve'],164.0,2017-10-04,7.601,15458,32.9253,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,/gNdLJU9TxrpGx4dkZidjys3fyy0.jpg,en,movie,,
111,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","['Action', 'Crime', 'Drama']","['corruption', 'sibling relationship', 'miami, florida', 'cuba', 'loss of loved one', 'gangster', 'cocaine', 'rise and fall', 'remake', 'tragedy', 'drug cartel', 'mafia', 'drug lord', 'bitterness', 'rise to power', 'miami beach', 'cuban refugees', 'drug war', 'excited', 'tragic']","['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer', 'Mary Elizabeth Mastrantonio', 'Robert Loggia', 'Miriam Colon', 'F. Murray Abraham', 'Paul Shenar', 'Harris Yulin', 'Ángel Salazar']",['Brian De Palma'],170.0,1983-12-09,8.153,13271,24.5823,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,/1qM2BYNE11Viby8ImC9LC00DgDr.jpg,en,movie,,
950387,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","['Family', 'Fantasy', 'Comedy', 'Adventure']","['friendship', 'village', 'surrealism', 'exploration', 'portal', 'miner', 'friends', 'survival', 'zombie', 'based on video game', 'aftercreditsstinger', 'duringcreditsstinger', 'farming', 'journey', 'live action and animation', 'crafting', 'imagination', 'teamwork', 'fantasy', 'exuberant', 'building']","['Jason Momoa', 'Jack Black', 'Sebastian Eugene Hansen', 'Emma Myers', 'Danielle Brooks', 'Jennifer Coolidge', 'Rachel House', 'Allan Henry', 'Bram Scott-Breheny', 'Moana Williams']",['Jared Hess'],101.0,2025-03-31,6.238,3197,31.9985,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,en,movie,,
115,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","['Comedy', 'Crime']","['vietnam veteran', 'white russian', 'bowling', 'carpet', 'nihilism', 'heart attack', 'kidnapping', 'lsd', 'marijuana', 'los angeles, california', 'millionaire', 'cowboy', 'ashes', 'impregnation', 'bowling team', 'unemployed', 'bowling ball', 'neo-noir', 'weeds', 'psychedelic drug', 'absurd', 'amused', 'shaggy dog story']","['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston', 'Philip Seymour Hoffman', 'Tara Reid', 'Philip Moon', 'Mark Pellegrino', 'Peter Stormare']","['Joel Coen', 'Ethan Coen']",117.0,1998-03-06,7.834,12368,22.4586,/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg,/hXsy4XCCHrUk81XoRhcooyWejao.jpg,en,movie,,
829557,365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","['Romance', 'Drama']","['gangster', 'sequel', 'bdsm', 'rich man poor woman', 'sex', 'erotique']","['Anna-Maria Sieklucka', 'Michele Morrone', 'Simone Susinna', 'Magdalena Lamparska', 'Otar Saralidze', 'Natasza Urbańska', 'Ramón Langa', 'Ewa Kasprzyk', 'Dariusz Jakubowski', 'Tomasz Mandes']","['Barbara Białowąs', 'Tomasz Mandes']",110.0,2022-04-26,5.949,1863,20.8138,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,/zBG5Mg29NH9xxpWMMG7BIvKwYhL.jpg,pl,movie,,
1007734,Nobody 2,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.","['Action', 'Thriller', 'Comedy']","['dark comedy', 'black humor', 'sequel', 'one man army', 'family vacation', 'marital tensions', 'celebratory', 'russian mafia', 'revenge cycle', 'explosive action', 'assassin contracts', 'reluctant killer', 'family under pressure', 'eccentric allies', 'hit list', 'deadly missions']","['Bob Odenkirk', 'Connie Nielsen', 'John Ortiz', 'Colin Hanks', 'RZA', 'Colin Salmon', 'Christopher Lloyd', 'Sharon Stone', 'Daniel Bernhardt', 'Paisley Cadorath']",['Timo Tjahjanto'],89.0,2025-08-13,6.913,1745,20.6606,/svXVRoRSu6zzFtCzkRsjZS7Lqpd.jpg,/82C04rTiXYZ7c8XZv91Nu53w82Y.jpg,en,movie,,
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","['Adventure', 'Fantasy', 'Action']","['based on novel or book', 'elves', 'dwarf', 'magic', 'obsession', 'allegory', 'bravery', 'castle', 'troll', 'battle', 'demon', 'uncle nephew relationship', 'fantasy world', 'dark fantasy', 'journey', 'companionship', 'magical creature', 'live action and animation', ""hero's journey"", 'wraith', 'sword and sorcery', 'wonder', 'trekking', 'anxious', 'good versus evil', 'wistful', 'christian allegory', 'magical ring', 'comforting', 'tolkien', 'epic fantasy', 'epic']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Ian Holm', 'Liv Tyler', 'Christopher Lee', 'Sean Bean', 'Billy Boyd', 'Dominic Monaghan']",['Peter Jackson'],179.0,2001-12-18,8.441,28074,45.8069,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,/mWDdRXTivGE7aaY2vo1Ie0PfCX5.jpg,en,movie,,
121,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","['Adventure', 'Fantasy', 'Action']","['mission', 'based on novel or book', 'elves', 'dwarf', 'magic', 'obsession', 'allegory', 'bravery', 'castle', 'reincarnation', 'sequel', 'split personality', 'fantasy world', 'wizard', 'epic battle', 'journey', 'companionship', 'live action and animation', ""hero's journey"", 'high fantasy', 'wraith', 'sword and sorcery', 'trekking', 'evil spell', 'good versus evil', 'winged creatures', 'tolkien', 'epic fantasy']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'John Rhys-Davies', 'Orlando Bloom', 'Bernard Hill', 'Miranda Otto', 'Dominic Monaghan']",['Peter Jackson'],179.0,2002-12-18,8.426,24333,40.525,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,/6G73mNyooWAEQTpckPSnFxFoNmc.jpg,en,movie,,
122,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","['Adventure', 'Fantasy', 'Action']","['army', 'based on novel or book', 'elves', 'dwarf', 'magic', 'kingdom', 'obsession', 'bravery', 'castle', 'volcano', 'giant spider', 'sequel', 'honor', 'king', 'madness', 'split personality', 'fantasy world', 'wizard', 'epic battle', 'journey', 'ring', 'companionship', 'magical creature', 'quest', 'live action and animation', ""hero's journey"", 'high fantasy', 'wraith', 'sword and sorcery', 'power madness', 'complex', 'trekking', 'good versus evil', 'sword making', 'wistful', 'cheerful', 'comforting', 'melodramatic', 'winged creatures', 'epic fantasy']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'Dominic Monaghan', 'Billy Boyd', 'John Noble', 'David Wenham', 'Miranda Otto']",['Peter Jackson'],201.0,2003-12-17,8.503,27064,53.3217,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,en,movie,,
950396,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.","['Romance', 'Science Fiction', 'Thriller']","['isolation', 'paranoia', 'fog', 'tower', 'elite sniper', 'trust issues', 'snipers', 'long-term observation', 'unknown threat', 'mysterious canyon', 'sci‑fi romance', 'espionage mission', 'surveillance partners', 'enigmatic environment', 'survival pressure', 'restricted zone']","['Miles Teller', 'Anya Taylor-Joy', 'Sigourney Weaver', 'Ṣọpẹ́ Dìrísù', 'William Houston', 'Kobna Holdbrook-Smith', 'James Marlowe', 'Julianna Kurokawa', 'Ruta Gedmintas', 'Oliver Trevena']",['Scott Derrickson'],128.0,2025-02-13,7.683,4059,34.1708,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,/9nhjGaFLKtddDPtPaX5EmKqsWdH.jpg,en,movie,,
128,Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","['Adventure', 'Fantasy', 'Animation']","['friendship', 'human vs nature', 'wolf', 'fight', 'wild boar', 'territory', 'leprosy', 'feral child', 'decapitation', 'rural area', 'historical fiction', 'spirit', 'demon', 'nature', 'environmentalism', 'adult animation', 'deforestation', 'anime', 'thoughtful', 'philosophical', 'industrialization', 'fantasy', 'adventure']","['Yoji Matsuda', 'Yuriko Ishida', 'Yuko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Akihiro Miwa', 'Mitsuko Mori', 'Hisaya Morishige', 'Sumi Shimamoto']",['Hayao Miyazaki'],134.0,1997-07-12,8.32,9166,19.1752,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,ja,movie,,
129,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","['Animation', 'Family', 'Fantasy']","['witch', 'parent child relationship', 'darkness', 'bath house', 'magic', 'spirit', 'parallel world', 'amusement park', 'youkai', 'japanese mythology', 'anime']","['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tatsuya Gashuin', 'Ryunosuke Kamiki', 'Yumi Tamai', 'Yo Oizumi', 'Koba Hayashi']",['Hayao Miyazaki'],125.0,2001-07-20,8.534,18675,36.0107,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,/dyJvKsNs2KP8qQnAXbRwDjblViy.jpg,ja,movie,,
73861,A Serbian Film,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.","['Crime', 'Horror', 'Thriller']","['mask', 'pedophilia', 'suicide', 'pornography', 'rape', 'sexual abuse', 'sadism', 'necrophilia', 'insanity', 'perversity', 'masochism', 'controversy', 'snuff', 'gore', 'sadomasochism', 'porn star', 'serbia', 'sexual violence', 'murder', 'statutory rape', 'torture', 'fear', 'rape and murder', 'brutality', 'sexual sadism', 'incest', 'evil', 'sexual torture', 'depravity', 'infanticide', 'murder by gunshot', 'child sexual abuse', 'shocksploitation', 'low budget', 'banned film', 'male rape', 'child homicide', 'sadistic horror', 'sexual brutality', 'sexual cruelty', 'disturbing']","[""Srđan 'Žika' Todorović"", 'Sergej Trifunović', 'Jelena Gavrilović', 'Slobodan Beštić', 'Katarina Žutić', 'Anđela Nenadović', 'Ana Sakić', 'Lidija Pletl', 'Lena Bogdanović', 'Luka Mijatović']",['Srđan Spasojević'],104.0,2010-01-06,5.452,2247,24.4913,/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg,/wa0UGYppc6uWOdVow4Ko2CG4jk9.jpg,sr,movie,,
872585,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,"['Drama', 'History']","['husband wife relationship', 'based on novel or book', 'atomic bomb', 'patriotism', 'new mexico', 'world war ii', 'atomic bomb test', 'physics', 'biography', 'based on true story', 'antisemitism', 'interrogation', 'guilt', 'historical event', 'nuclear weapons', 'communism', 'red scare', 'mccarthyism', 'top secret project', 'moral dilemma', 'usa politics', '1940s', '20th century', 'manhattan project', 'los alamos']","['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie']",['Christopher Nolan'],181.0,2023-07-19,8.024,12222,51.9976,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,/neeNHeXjMF5fXoCJRsOmkNGC7q.jpg,en,movie,,
329865,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","['Drama', 'Science Fiction', 'Mystery']","['spacecraft', 'extraterrestrial technology', 'loss', 'time', 'alien', 'language', 'female protagonist', 'scientist', 'heartbreak', 'based on short story', 'alien contact', 'military', 'alien language', 'linguist', 'first contact', 'communication', 'linguistics', 'time-manipulation', 'complex', 'determinism', 'science fiction', 'wistful', 'incredulous', 'hopeful']","['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', ""Mark O'Brien"", 'Tzi Ma', 'Abigail Pniowsky', 'Julia Scarlett Dan', 'Jadyn Malone', 'Frank Schorpion']",['Denis Villeneuve'],116.0,2016-11-10,7.631,19674,21.4012,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,/8MUZz7oPXQftFTslZpRP3CVMOoq.jpg,en,movie,,
936075,Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.","['Music', 'Drama']","['child abuse', 'sibling relationship', '1970s', 'abusive father', 'ambition', 'biography', 'based on true story', 'singer', 'period drama', 'music history', 'price of fame', 'singer-songwriter', 'rise to fame', '1980s', '1960s', 'music', 'biographical drama', 'music drama', 'biopic']","['Jaafar Jackson', 'Colman Domingo', 'Nia Long', 'Juliano Krue Valdi', 'KeiLyn Durrel Jones', 'Miles Teller', 'Larenz Tate', 'Laura Harrier', 'Mike Myers', 'Kendrick Sampson']",['Antoine Fuqua'],128.0,2026-04-22,8.685,3983,92.8659,/zm0KAbOjlt9eR5y7vDiL2dEOwMl.jpg,/ufSwlnECLoUbBjPrFqEQcWBzHwc.jpg,en,movie,,
1007757,Swapped,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.","['Adventure', 'Animation', 'Family', 'Fantasy']","['wolf', 'buddy', 'body-swap', 'forest fire', 'woodlands', 'forest lore', 'bird', '3d animation', 'animal adventure']","['Michael B. Jordan', 'Juno Temple', 'Tracy Morgan', 'Cedric the Entertainer', 'Justina Machado', 'Nate Torrence', 'Camden Brooks', 'Táta Vega', 'Ambika Mod', 'Lolly Adefope']",['Nathan Greno'],102.0,2026-05-01,8.9,2096,59.0684,/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg,/zMwhWailP1WY7sb6AoE6b8ugoy.jpg,en,movie,,
1419406,The Shadow's Edge,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,"['Action', 'Crime', 'Drama', 'Thriller']","['race against time', 'ex-cop', 'betrayal', 'nostalgic', 'macau', 'hand to hand combat', 'manhunt', 'hidden agenda', 'dramatic', 'hacked camera system', 'cryptocurrency', 'security breach', 'tracking expert', 'spectacular action scenes', 'surveillance city', 'family stakes']","['Jackie Chan', 'Zhang Zifeng', 'Tony Leung Ka-fai', 'Ci Sha', 'Jun', 'Zhou Zhengjie', 'Wang Ziyi', 'Lang Yueting', 'Lin Qiunan', 'Zac Wang']",['Larry Yang'],142.0,2025-08-16,8.068,1164,71.7597,/cHKo3m8N1fwvEy2ZEr0xGmmMODV.jpg,/4BtL2vvEufDXDP4u6xQjjQ1Y2aT.jpg,zh,movie,,
